"-2955-04","1"
"-3865-12","1"
"-4166-07","1"
"-4169-05","1"
"-4312-12","1"
"-4439-11","1"
"-4477-02","1"
"-4497-05","1"
"-4533-08","1"
"-4534-09","1"
"-4535-08","1"
"-4537-12","1"
"-4538-05","1"
"-4539-01","1"
"-4539-12","1"
"-4541-01","1"
"-4541-04","1"
"-4541-05","1"
"-4544-04","1"
"-4544-10","1"
"-4545-03","1"
"-4545-10","1"
"-4545-11","1"
"-4546-01","1"
"-4546-06","1"
"-4546-11","1"
"-4547-02","1"
"-4547-04","1"
"-4547-09","1"
"-4548-03","1"
"-4548-06","1"
"-4548-07","1"
"-4548-12","2"
"-4549-06","1"
"-4549-08","1"
"-4550-02","1"
"-4550-05","1"
"-4550-09","1"
"-4551-06","1"
"-4552-01","1"
"-4552-04","1"
"-4553-06","1"
"-4553-11","1"
"-4553-12","1"
"-4554-03","1"
"-4554-05","1"
"-4555-01","1"
"-4555-03","1"
"-4555-04","1"
"-4555-06","1"
"-4555-07","1"
"-4555-08","1"
"-4555-09","1"
"-4555-10","1"
"-4555-11","1"
"-4556-05","1"
"-4556-06","1"
"-4556-11","1"
"-4557-05","1"
"-4557-06","1"
"-4558-08","1"
"-4558-10","1"
"-4558-12","1"
"-4559-01","1"
"-4559-02","1"
"-4559-06","1"
"-4559-10","1"
"-4559-11","1"
"-4560-01","1"
"-4560-04","1"
"-4560-06","1"
"-4560-07","1"
"-4560-08","1"
"-4560-11","1"
"-4560-12","3"
"-4561-01","1"
"-4561-05","2"
"-4561-07","1"
"-4561-08","1"
"-4561-10","1"
"-4562-02","2"
"-4562-05","1"
"-4562-06","1"
"-4562-07","3"
"-4563-06","2"
"-4563-07","2"
"-4563-08","1"
"-4563-09","1"
"-4563-10","1"
"-4563-11","1"
"-4564-08","1"
"-4564-09","1"
"-4565-01","1"
"-4565-03","1"
"-4565-08","1"
"-4565-12","1"
"-4566-03","1"
"-4566-04","2"
"-4566-06","1"
"-4566-08","1"
"-4566-10","1"
"-4567-06","1"
"-4567-12","1"
"-4568-02","1"
"-4568-05","1"
"-4569-03","1"
"-4569-05","1"
"-4569-06","1"
"-4569-10","1"
"-4570-01","2"
"-4571-02","1"
"-4571-05","1"
"-4571-06","1"
"-4571-07","1"
"-4571-10","1"
"-4572-01","1"
"-4572-09","1"
"-4572-10","1"
"-4572-12","1"
"-4573-06","1"
"-4573-08","1"
"-4574-07","2"
"-4574-10","1"
"-4574-12","1"
"-4576-07","2"
"-4577-07","1"
"-4579-10","1"
"-4581-04","1"
"-4581-11","1"
"-4582-07","1"
"-4583-10","1"
"-4583-11","1"
"-4588-10","1"
"-4589-01","1"
"-4589-08","1"
"-4590-01","1"
"-4590-03","1"
"-4591-04","1"
"-4591-08","1"
"-4591-12","1"
"-4592-04","1"
"-4593-09","2"
"-4593-12","1"
"-4594-06","1"
"-4594-07","1"
"-4594-09","1"
"-4595-03","1"
"-4595-05","1"
"-4595-07","1"
"-4595-11","1"
"-4596-03","1"
"-4596-05","1"
"-4597-05","1"
"-4598-02","2"
"-4598-04","1"
"-4598-08","2"
"-4598-10","1"
"-4598-12","1"
"-4599-01","1"
"-4599-04","1"
"-4599-07","2"
"-4600-04","2"
"-4600-05","1"
"-4600-06","1"
"-4600-10","1"
"-4600-12","1"
"-4601-02","1"
"-4601-09","1"
"-4601-10","2"
"-4602-01","1"
"-4602-05","1"
"-4602-06","1"
"-4602-10","1"
"-4602-11","1"
"-4603-02","2"
"-4603-03","1"
"-4603-05","2"
"-4603-08","1"
"-4603-12","1"
